# Menlo Systems GmbH ScanControl
# Program Version 1.3.3
# Start: -320.00000000 ps, Average over 100 waveforms. Timestamp: 2021-08-03T12:22:28
# User time axis shift: 0 ps
# Time [ps]	THz Signal [a.u.]
-320.00000235	-0.00013554
-319.96666902	0.00019653
-319.93333569	-0.00000481
-319.90000235	0.00025943
-319.86666902	0.00011282
-319.83333569	-0.00017576
-319.80000235	0.00001752
-319.76666902	0.00021524
-319.73333569	-0.00000050
-319.70000235	0.00006948
-319.66666902	0.00017881
-319.63333568	-0.00011836
-319.60000235	0.00024230
-319.56666902	-0.00004380
-319.53333568	-0.00018007
-319.50000235	-0.00005053
-319.46666902	-0.00005499
-319.43333568	-0.00007766
-319.40000235	0.00003822
-319.36666902	-0.00008742
-319.33333568	-0.00010036
-319.30000235	0.00009621
-319.26666902	0.00005837
-319.23333568	-0.00006652
-319.20000235	-0.00015066
-319.16666902	0.00007854
-319.13333568	-0.00005775
-319.10000235	-0.00005575
-319.06666901	-0.00020301
-319.03333568	0.00003373
-319.00000235	-0.00020706
-318.96666901	-0.00016214
-318.93333568	-0.00009089
-318.90000235	-0.00019193
-318.86666901	-0.00008055
-318.83333568	-0.00017157
-318.80000235	0.00007083
-318.76666901	-0.00009827
-318.73333568	-0.00002854
-318.70000235	-0.00013806
-318.66666901	-0.00005129
-318.63333568	-0.00004345
-318.60000235	-0.00008965
-318.56666901	-0.00006275
-318.53333568	-0.00010996
-318.50000234	0.00016314
-318.46666901	0.00000342
-318.43333568	-0.00000904
-318.40000234	-0.00013550
-318.36666901	-0.00016360
-318.33333568	-0.00021742
-318.30000234	-0.00017317
-318.26666901	-0.00019786
-318.23333568	-0.00005457
-318.20000234	-0.00024089
-318.16666901	-0.00017271
-318.13333568	-0.00000611
-318.10000234	-0.00006389
-318.06666901	-0.00012544
-318.03333568	-0.00003019
-318.00000234	-0.00034119
-317.96666901	-0.00011128
-317.93333567	-0.00000246
-317.90000234	0.00004718
-317.86666901	-0.00022722
-317.83333567	0.00004864
-317.80000234	-0.00004875
-317.76666901	-0.00016440
-317.73333567	0.00001112
-317.70000234	-0.00005538
-317.66666901	-0.00010595
-317.63333567	-0.00020147
-317.60000234	-0.00013111
-317.56666901	0.00001621
-317.53333567	-0.00010885
-317.50000234	0.00013922
-317.46666901	0.00004451
-317.43333567	-0.00006236
-317.40000234	-0.00016106
-317.36666900	-0.00018585
-317.33333567	-0.00004598
-317.30000234	-0.00008282
-317.26666900	0.00013580
-317.23333567	-0.00005574
-317.20000234	-0.00020928
-317.16666900	-0.00005384
-317.13333567	0.00000464
-317.10000234	-0.00009944
-317.06666900	-0.00026193
-317.03333567	0.00014544
-317.00000234	-0.00000746
-316.96666900	-0.00000576
-316.93333567	-0.00009452
-316.90000234	-0.00001996
-316.86666900	-0.00031367
-316.83333567	0.00020488
-316.80000233	-0.00022148
-316.76666900	-0.00030056
-316.73333567	-0.00022883
-316.70000233	-0.00016442
-316.66666900	-0.00012030
-316.63333567	-0.00010769
-316.60000233	-0.00010781
-316.56666900	-0.00004498
-316.53333567	-0.00031171
-316.50000233	0.00012334
-316.46666900	-0.00005749
-316.43333567	-0.00004748
-316.40000233	-0.00004759
-316.36666900	-0.00003396
-316.33333567	-0.00007872
-316.30000233	-0.00016686
-316.26666900	-0.00007554
-316.23333566	-0.00012625
-316.20000233	0.00009901
-316.16666900	0.00001827
-316.13333566	-0.00000422
-316.10000233	-0.00009541
-316.06666900	-0.00017725
-316.03333566	-0.00018421
-316.00000233	0.00000446
-315.96666900	-0.00015533
-315.93333566	-0.00016135
-315.90000233	-0.00016312
-315.86666900	-0.00013552
-315.83333566	-0.00008649
-315.80000233	-0.00041355
-315.76666900	-0.00008872
-315.73333566	-0.00023480
-315.70000233	-0.00010331
-315.66666899	-0.00015076
-315.63333566	0.00013316
-315.60000233	-0.00018314
-315.56666899	-0.00002145
-315.53333566	-0.00005339
-315.50000233	-0.00028481
-315.46666899	0.00001772
-315.43333566	-0.00015283
-315.40000233	-0.00029313
-315.36666899	-0.00004474
-315.33333566	0.00000813
-315.30000233	-0.00006604
-315.26666899	-0.00019377
-315.23333566	0.00001575
-315.20000233	-0.00015724
-315.16666899	-0.00014225
-315.13333566	-0.00038111
-315.10000232	0.00003838
-315.06666899	0.00002573
-315.03333566	-0.00039653
