# Menlo Systems GmbH ScanControl
# Program Version 1.3.3
# Start: -320.00000000 ps, Average over 10 waveforms. Timestamp: 2021-08-03T15:29:29
# User time axis shift: 0 ps
# Time [ps]	THz Signal [a.u.]
-320.00000229	-0.00003299
-319.96666896	-0.00008688
-319.93333563	0.00079593
-319.90000229	0.00000194
-319.86666896	0.00047347
-319.83333563	0.00015836
-319.80000229	0.00029834
-319.76666896	0.00018509
-319.73333563	0.00027798
-319.70000229	0.00037402
-319.66666896	-0.00011245
-319.63333562	0.00007560
-319.60000229	0.00017767
-319.56666896	0.00018643
-319.53333562	0.00024988
-319.50000229	0.00002893
-319.46666896	0.00048385
-319.43333562	0.00021183
-319.40000229	-0.00029732
-319.36666896	0.00016548
-319.33333562	-0.00032319
-319.30000229	-0.00075992
-319.26666896	-0.00034048
-319.23333562	-0.00076390
-319.20000229	0.00013577
-319.16666896	-0.00023111
-319.13333562	-0.00023610
-319.10000229	-0.00066080
-319.06666895	-0.00043544
-319.03333562	-0.00054679
-319.00000229	-0.00046452
-318.96666895	-0.00034932
-318.93333562	-0.00005888
-318.90000229	-0.00072620
-318.86666895	-0.00041895
-318.83333562	-0.00024871
-318.80000229	-0.00070147
-318.76666895	-0.00022378
-318.73333562	-0.00010931
-318.70000229	-0.00080791
-318.66666895	-0.00034000
-318.63333562	-0.00030078
-318.60000229	-0.00049894
-318.56666895	-0.00093194
-318.53333562	-0.00052832
-318.50000228	-0.00061493
-318.46666895	-0.00072080
-318.43333562	-0.00044729
-318.40000228	-0.00016933
-318.36666895	-0.00058675
-318.33333562	-0.00055080
-318.30000228	-0.00006597
-318.26666895	0.00017749
-318.23333562	-0.00014596
-318.20000228	-0.00043292
-318.16666895	-0.00037207
-318.13333562	-0.00017824
-318.10000228	0.00017504
-318.06666895	-0.00076294
-318.03333562	-0.00056451
-318.00000228	-0.00035506
-317.96666895	-0.00069482
-317.93333561	-0.00083997
-317.90000228	-0.00068635
-317.86666895	-0.00053134
-317.83333561	-0.00032771
-317.80000228	0.00005103
-317.76666895	-0.00061740
-317.73333561	-0.00022559
-317.70000228	-0.00004735
-317.66666895	0.00014393
-317.63333561	0.00013478
-317.60000228	-0.00043134
-317.56666895	0.00017908
-317.53333561	-0.00050579
-317.50000228	-0.00074597
-317.46666895	-0.00018901
-317.43333561	0.00024886
-317.40000228	0.00025706
-317.36666894	-0.00046057
-317.33333561	-0.00009514
-317.30000228	-0.00005789
-317.26666894	0.00007088
-317.23333561	-0.00010544
-317.20000228	-0.00033458
-317.16666894	0.00064045
-317.13333561	0.00018513
-317.10000228	-0.00000137
-317.06666894	0.00029643
-317.03333561	0.00044352
-317.00000228	-0.00022892
-316.96666894	-0.00025901
-316.93333561	0.00014811
-316.90000228	-0.00020275
-316.86666894	0.00028260
-316.83333561	0.00002324
