# Menlo Systems GmbH ScanControl
# Program Version 1.3.3
# Start: -320.00000000 ps, Average over 40 waveforms. Timestamp: 2021-08-03T15:30:09
# User time axis shift: 0 ps
# Time [ps]	THz Signal [a.u.]
-320.00000225	-0.00000366
-319.96666892	-0.00035626
-319.93333559	-0.00009208
-319.90000225	-0.00017462
-319.86666892	0.00030033
-319.83333558	0.00020769
-319.80000225	-0.00050265
-319.76666892	-0.00010051
-319.73333558	0.00038184
-319.70000225	-0.00000825
-319.66666892	0.00002755
-319.63333558	0.00000356
-319.60000225	-0.00002673
-319.56666892	0.00000267
-319.53333558	0.00026795
-319.50000225	-0.00025988
-319.46666892	0.00026121
-319.43333558	0.00006572
-319.40000225	-0.00003663
-319.36666892	0.00016153
-319.33333558	0.00015117
-319.30000225	0.00013460
-319.26666891	-0.00022286
-319.23333558	-0.00016952
-319.20000225	-0.00022177
-319.16666891	-0.00008051
-319.13333558	0.00037789
-319.10000225	-0.00001677
-319.06666891	-0.00007103
-319.03333558	-0.00001694
-319.00000225	0.00019488
-318.96666891	-0.00009150
-318.93333558	-0.00037770
-318.90000225	-0.00029557
-318.86666891	-0.00021341
-318.83333558	-0.00000103
-318.80000225	-0.00030926
-318.76666891	-0.00026854
-318.73333558	-0.00025541
-318.70000224	0.00005569
-318.66666891	-0.00019492
-318.63333558	-0.00030053
-318.60000224	0.00002340
-318.56666891	-0.00020522
-318.53333558	-0.00015745
-318.50000224	-0.00042431
-318.46666891	-0.00010403
-318.43333558	-0.00061153
-318.40000224	-0.00016714
-318.36666891	-0.00002638
-318.33333558	-0.00041479
-318.30000224	-0.00010402
-318.26666891	-0.00035010
-318.23333558	0.00004054
-318.20000224	0.00023323
-318.16666891	-0.00026781
-318.13333558	0.00023398
-318.10000224	-0.00024610
-318.06666891	-0.00014411
-318.03333557	-0.00048519
-318.00000224	0.00000099
-317.96666891	-0.00002803
-317.93333557	-0.00017566
-317.90000224	0.00017747
-317.86666891	0.00021969
-317.83333557	0.00037839
-317.80000224	0.00004574
-317.76666891	-0.00025546
-317.73333557	0.00005782
-317.70000224	0.00006983
-317.66666891	-0.00013800
