# Menlo Systems GmbH ScanControl
# Program Version 1.3.3
# Start: -320.00000000 ps, Average over 1 waveforms. Timestamp: 2021-08-18T14:35:25
# User time axis shift: 0 ps
# Time [ps]	THz Signal [a.u.]
-320.00000120	-0.00149761
-319.96666787	0.00014797
-319.93333453	0.00097885
-319.90000120	-0.00125988
-319.86666787	0.00098364
-319.83333453	0.00109058
-319.80000120	0.00026366
-319.76666787	0.00018896
-319.73333453	-0.00189495
-319.70000120	0.00075643
-319.66666787	-0.00063570
-319.63333453	-0.00070302
-319.60000120	-0.00097058
-319.56666787	0.00183584
-319.53333453	0.00046890
-319.50000120	-0.00133679
-319.46666787	0.00042377
-319.43333453	0.00115959
-319.40000120	-0.00136415
-319.36666787	-0.00044587
-319.33333453	0.00147717
-319.30000120	-0.00101244
-319.26666787	0.00106090
-319.23333453	-0.00061658
-319.20000120	0.00114053
-319.16666787	-0.00109454
-319.13333453	0.00034895
-319.10000120	-0.00045788
-319.06666786	0.00096426
-319.03333453	0.00115282
-319.00000120	0.00002424
-318.96666786	0.00050442
-318.93333453	-0.00085740
-318.90000120	-0.00061752
-318.86666786	0.00110016
-318.83333453	0.00028235
-318.80000120	-0.00144129
-318.76666786	0.00239324
-318.73333453	0.00056504
-318.70000120	0.00034301
-318.66666786	0.00027581
-318.63333453	-0.00029034
-318.60000120	0.00099748
-318.56666786	-0.00007835
-318.53333453	-0.00007110
-318.50000120	0.00239066
-318.46666786	-0.00164777
-318.43333453	0.00130948
-318.40000120	-0.00074074
-318.36666786	-0.00113562
-318.33333453	0.00206224
-318.30000120	0.00042292
-318.26666786	-0.00036498
-318.23333453	-0.00098675
-318.20000120	-0.00140962
-318.16666786	0.00051689
-318.13333453	0.00049535
-318.10000120	-0.00197758
-318.06666786	-0.00038476
-318.03333453	0.00109792
-318.00000119	0.00157933
-317.96666786	-0.00079944
-317.93333453	-0.00047002
-317.90000119	0.00066690
-317.86666786	-0.00021723
-317.83333453	-0.00086371
-317.80000119	-0.00013100
-317.76666786	-0.00061916
-317.73333453	-0.00061860
-317.70000119	-0.00191282
-317.66666786	0.00017748
-317.63333453	-0.00029197
-317.60000119	0.00108860
-317.56666786	-0.00157257
-317.53333453	0.00036284
-317.50000119	-0.00109742
-317.46666786	0.00077673
-317.43333453	0.00008040
-317.40000119	-0.00036006
-317.36666786	0.00194534
-317.33333453	-0.00030497
-317.30000119	0.00042650
-317.26666786	0.00126829
-317.23333453	-0.00039181
-317.20000119	0.00049387
-317.16666786	-0.00055033
-317.13333453	-0.00253959
-317.10000119	-0.00087818
-317.06666786	0.00013844
-317.03333453	-0.00181394
-317.00000119	0.00110457
-316.96666786	-0.00056460
-316.93333453	-0.00118090
-316.90000119	-0.00038654
-316.86666786	-0.00037892
-316.83333452	-0.00015239
-316.80000119	-0.00212874
-316.76666786	-0.00124963
-316.73333452	-0.00069829
-316.70000119	-0.00067278
-316.66666786	0.00039910
-316.63333452	0.00020521
-316.60000119	-0.00061429
-316.56666786	-0.00045585
-316.53333452	-0.00134220
-316.50000119	-0.00149291
-316.46666786	-0.00032915
-316.43333452	0.00187564
-316.40000119	0.00029164
-316.36666786	-0.00061858
-316.33333452	-0.00029294
-316.30000119	-0.00148875
-316.26666786	-0.00127416
-316.23333452	0.00090006
-316.20000119	-0.00023678
-316.16666786	-0.00007300
