# Menlo Systems GmbH ScanControl
# Program Version 1.3.3
# Start: -320.00000000 ps, Average over 1 waveforms. Timestamp: 2021-08-18T14:34:40
# User time axis shift: 0 ps
# Time [ps]	THz Signal [a.u.]
-320.00000120	0.00018062
-319.96666787	-0.00031782
-319.93333453	0.00082224
-319.90000120	-0.00008950
-319.86666787	-0.00084873
-319.83333453	-0.00116843
-319.80000120	-0.00182159
-319.76666787	-0.00077411
-319.73333453	-0.00007305
-319.70000120	-0.00204509
-319.66666787	-0.00115141
-319.63333453	-0.00088047
-319.60000120	-0.00197593
-319.56666787	-0.00128052
-319.53333453	0.00060407
-319.50000120	0.00247567
-319.46666787	-0.00142609
-319.43333453	0.00097579
-319.40000120	0.00010086
-319.36666787	0.00162726
-319.33333453	0.00050837
-319.30000120	0.00055810
-319.26666787	0.00169755
-319.23333453	0.00201749
-319.20000120	0.00099782
-319.16666787	0.00034360
-319.13333453	0.00276401
-319.10000120	0.00127632
-319.06666786	-0.00309706
-319.03333453	0.00018006
-319.00000120	0.00122118
-318.96666786	-0.00053941
-318.93333453	0.00162345
-318.90000120	0.00114237
-318.86666786	0.00042757
-318.83333453	-0.00172715
-318.80000120	0.00095002
-318.76666786	-0.00014777
-318.73333453	-0.00150167
-318.70000120	0.00064129
-318.66666786	0.00025017
-318.63333453	-0.00045733
-318.60000120	0.00012699
-318.56666786	0.00174747
-318.53333453	-0.00136099
-318.50000120	-0.00110655
-318.46666786	-0.00181945
-318.43333453	-0.00173156
-318.40000120	-0.00001218
-318.36666786	0.00154715
-318.33333453	-0.00026961
-318.30000120	-0.00021873
-318.26666786	0.00031099
-318.23333453	0.00085026
-318.20000120	-0.00095025
-318.16666786	-0.00069498
-318.13333453	-0.00013580
-318.10000120	0.00034035
-318.06666786	-0.00130907
-318.03333453	-0.00183145
-318.00000119	-0.00176920
-317.96666786	-0.00021423
-317.93333453	-0.00197757
-317.90000119	-0.00167510
-317.86666786	-0.00117696
-317.83333453	-0.00054745
-317.80000119	-0.00006174
-317.76666786	-0.00036600
-317.73333453	0.00020573
-317.70000119	-0.00156697
-317.66666786	-0.00101998
-317.63333453	-0.00077873
-317.60000119	-0.00031315
-317.56666786	0.00057962
-317.53333453	-0.00014623
-317.50000119	-0.00149232
-317.46666786	0.00055092
-317.43333453	0.00004940
-317.40000119	-0.00126904
-317.36666786	0.00057757
-317.33333453	-0.00069544
-317.30000119	-0.00029659
-317.26666786	-0.00168178
-317.23333453	-0.00134706
-317.20000119	-0.00099441
-317.16666786	0.00299400
-317.13333453	-0.00146375
